id,cve,title,description,severity,cvss,assetId,applicationId,scanner,pluginId,port,protocol,firstSeen,lastSeen,status,owner,dueDate,environment,internetExposed,exploitAvailable,businessCriticality,dataSensitivity,riskScore,epssScore,cwe,isDuplicate,parentFindingId,falsePositiveReason,affectedComponent,findingType,assessmentType,repository,branch,fileName,lineNumber,codeSnippet,endpoint,httpMethod,parameter,requestSample,responseSample,packageName,packageVersion,ecosystem,vulnerableVersion,fixedVersion,dependencyType,dependencyPath,license,apiId,dependencyId
VULN-0113,CVE-2026-4777,Privilege Escalation via Kernel Flaw,Privilege Escalation via Kernel Flaw affecting LINUX-PRD-08. Category: Privilege Escalation. Identified during routine Qualys scan.,Critical,10,AST-015,APP-07,Qualys,QUA-690005,80,SSH,2026-06-24,2026-06-27,New,,2026-07-01,Production,true,false,Low,High,86,0.55,CWE-269 (Improper Privilege Management),false,,,,VAPT,External Network Penetration Test,,,,,,,,,,,,,,,,,,,,
VULN-0114,CVE-2026-3090,Log4Shell Variant — Remote Code Execution,Log4Shell Variant — Remote Code Execution affecting LOAN-APP-01. Category: Remote Code Execution. Identified during routine Qualys scan.,Critical,9.4,AST-026,APP-15,Qualys,QUA-494167,443,HTTPS,2026-05-02,2026-05-04,Remediating,Priya Nair,2026-05-09,Production,false,false,Critical,Medium,86,0.68,CWE-502 (Deserialization of Untrusted Data),false,,,,VAPT,Internal Network Vulnerability Assessment,,,,,,,,,,,,,,,,,,,,
VULN-0115,CVE-2026-2639,XML External Entity Injection,XML External Entity Injection affecting NOTIF-SVC-01. Category: XXE. Identified during routine Rapid7 scan.,High,8.1,AST-033,APP-20,Rapid7,RAP-972994,22,SSH,2026-05-03,2026-05-06,Triaged,Vikram Patel,2026-05-18,Production,true,false,High,High,73,0.6,CWE-611 (XML External Entity Reference),false,,,,VAPT,External Network Penetration Test,,,,,,,,,,,,,,,,,,,,
VULN-0116,CVE-2026-8171,Weak Password Hashing Algorithm (MD5),Weak Password Hashing Algorithm (MD5) affecting FRAUD-SVC-02. Category: Weak Cryptography. Identified during routine Tenable scan.,Medium,4.2,AST-025,APP-14,Tenable,TEN-887454,3306,TCP,2026-05-31,2026-06-03,New,,2026-06-30,Production,false,true,High,Medium,46,0.94,CWE-916 (Use of Password Hash With Insufficient Computational Effort),false,,,,VAPT,Internal Network Vulnerability Assessment,,,,,,,,,,,,,,,,,,,,
VULN-0117,CVE-2026-8709,Default Credentials on Management Interface,Default Credentials on Management Interface affecting MOBILE-APP-02. Category: Default Credentials. Identified during routine Qualys scan.,High,7.2,AST-038,APP-22,Qualys,QUA-930138,5432,TCP,2026-04-05,2026-04-07,New,,2026-04-20,Production,true,true,High,Medium,78,0.31,CWE-798 (Use of Hard-coded Credentials),false,,,,VAPT,External Network Penetration Test,,,,,,,,,,,,,,,,,,,,
VULN-0118,CVE-2026-7744,Default Credentials on Management Interface,Default Credentials on Management Interface affecting NOTIF-SVC-02. Category: Default Credentials. Identified during routine Nessus scan.,Critical,9.9,AST-034,APP-20,Nessus,NES-315801,80,TLS,2026-08-31,2026-09-02,Closed,Tanmay Singh,2026-09-07,Staging,false,true,High,High,94,0.25,CWE-798 (Use of Hard-coded Credentials),false,,,,VAPT,Internal Network Vulnerability Assessment,,,,,,,,,,,,,,,,,,,,
VULN-0119,SAST-1001,SQL Injection in Transaction Search API,"User-supplied filter parameters are concatenated directly into a SQL query in the transaction search endpoint, allowing an attacker to manipulate the query and access unauthorized transaction data.",Critical,9.1,AST-001,APP-01,SonarQube,SQ-1408,,,2026-08-14,2026-09-08,Remediating,Rahul Sharma,2026-08-21,Production,true,true,Critical,High,89,,CWE-89 (SQL Injection),false,,,TransactionController.searchByAccount(),SAST,,payments-api,main,src/main/java/com/bank/payments/TransactionController.java,142,"String sql = ""SELECT * FROM transactions WHERE account_id = '"" + accountId + ""'"";
Statement stmt = connection.createStatement();
ResultSet rs = stmt.executeQuery(sql);",,,,,,,,,,,,,,,
VULN-0120,SAST-1002,SQL Injection in Loan Eligibility Query,"The loan eligibility service builds a dynamic SQL statement from unsanitized applicant input, enabling injection of arbitrary SQL via the annual income field.",High,8.6,AST-026,APP-15,SonarQube,SQ-9922,,,2026-08-22,2026-09-07,Triaged,Priya Nair,2026-09-06,Production,false,false,High,High,66,,CWE-89 (SQL Injection),false,,,loanService.checkEligibility(),SAST,,loan-origination-system,release/2026.09,src/services/loanService.js,87,"const query = `SELECT * FROM applicants WHERE income = ${req.body.income}`;
const result = await db.query(query);",,,,,,,,,,,,,,,
VULN-0121,SAST-1003,Stored Cross-Site Scripting in Contact Notes,"Contact notes entered by CRM users are rendered without output encoding, allowing a stored XSS payload to execute in the browser of any agent who later views the contact record.",Medium,6.4,AST-004,APP-02,SonarQube,SQ-8413,,,2026-09-02,2026-09-08,New,,2026-10-02,Production,false,false,Medium,Medium,35,,CWE-79 (Cross-Site Scripting),false,,,ContactSearch component,SAST,,crm-platform,develop,src/components/ContactSearch.tsx,55,<div dangerouslySetInnerHTML={{ __html: contact.notes }} />,,,,,,,,,,,,,,,
VULN-0122,SAST-1004,Reflected Cross-Site Scripting in Feedback Form,"The feedback screen reflects the 'subject' query parameter back into the page without escaping, allowing script injection via a crafted deep link.",High,7.2,AST-037,APP-22,SonarQube,SQ-6606,,,2026-08-19,2026-09-08,Assigned,Neha Gupta,2026-09-03,Production,true,false,Critical,Medium,59,,CWE-79 (Cross-Site Scripting),false,,,Feedback screen,SAST,,mobile-banking-app,main,src/screens/Feedback.jsx,213,"const subject = new URLSearchParams(window.location.search).get(""subject"");
document.getElementById(""subjectLabel"").innerHTML = subject;",,,,,,,,,,,,,,,
VULN-0123,SAST-1005,Hardcoded JWT Signing Secret,"The JWT signing secret used to issue session tokens is committed in plaintext in the auth service configuration file, allowing anyone with source access to forge valid tokens.",Critical,9.0,AST-011,APP-05,SonarQube,SQ-7018,,,2026-08-05,2026-09-09,Remediating,Vikram Patel,2026-08-12,Production,true,true,Critical,High,88,,CWE-798 (Use of Hard-coded Credentials),false,,,jwtConfig.py,SAST,,auth-service,main,src/config/jwtConfig.py,12,"JWT_SECRET = ""b7f1-prod-signing-key-2024""
def sign_token(payload):
    return jwt.encode(payload, JWT_SECRET, algorithm=""HS256"")",,,,,,,,,,,,,,,
VULN-0124,SAST-1006,Hardcoded Database Credentials in Fraud Scoring Service,Database connection credentials for the fraud scoring datastore are hardcoded in the client module rather than sourced from the secrets manager.,High,7.5,AST-024,APP-14,SonarQube,SQ-6088,,,2026-08-28,2026-09-06,Triaged,Rahul Sharma,2026-09-12,Production,false,false,Critical,High,59,,CWE-798 (Use of Hard-coded Credentials),false,,,db_client.py,SAST,,fraud-detection-engine,main,src/main/python/fraud/db_client.py,34,"conn = psycopg2.connect(host=""fraud-db.internal"", user=""fraud_svc"", password=""Fr@ud2024!"")",,,,,,,,,,,,,,,
VULN-0125,SAST-1007,Insecure Deserialization of Session State,"Session state passed between the identity provider and downstream services is deserialized with Java's native ObjectInputStream without type validation, permitting remote code execution via a crafted payload.",High,7.8,AST-040,APP-24,SonarQube,SQ-3726,,,2026-09-01,2026-09-08,New,,2026-09-16,Production,true,false,Critical,High,68,,CWE-502 (Deserialization of Untrusted Data),false,,,SessionUtil.restore(),SAST,,identity-provider,main,src/main/java/com/bank/idp/SessionUtil.java,98,"ObjectInputStream in = new ObjectInputStream(request.getInputStream());
SessionState state = (SessionState) in.readObject();",,,,,,,,,,,,,,,
VULN-0126,SAST-1008,Unsafe Dynamic Deserialization in Proxy Handler,The API gateway proxy handler deserializes upstream response bodies using an insecure YAML loader that permits arbitrary object instantiation.,Critical,8.9,AST-035,APP-21,SonarQube,SQ-3595,,,2026-08-11,2026-09-09,Assigned,Vikram Patel,2026-08-18,Production,true,true,High,Medium,80,,CWE-502 (Deserialization of Untrusted Data),false,,,proxyHandler.js,SAST,,api-gateway-platform,develop,src/routes/proxyHandler.js,61,"const parsed = yaml.load(upstreamResponse.body, { schema: yaml.DEFAULT_FULL_SCHEMA });",,,,,,,,,,,,,,,
VULN-0127,SAST-1009,OS Command Injection in Batch File Processor,"The nightly batch file processor passes user-provided filenames directly to a shell command, allowing command injection via a crafted filename.",Critical,9.3,AST-018,APP-09,SonarQube,SQ-4998,,,2026-08-09,2026-09-08,Remediating,Deepika Rao,2026-08-16,Production,false,true,Medium,Medium,72,,CWE-78 (OS Command Injection),false,,,fileProcessor.py,SAST,,batch-processing-jobs,main,src/jobs/fileProcessor.py,76,"os.system(f""unzip {uploaded_filename} -d /data/incoming/"")",,,,,,,,,,,,,,,
VULN-0128,SAST-1010,Command Injection in Backup Runner Script,"The infrastructure backup runner shells out with an unsanitized hostname parameter, allowing command injection when triggered via the internal admin API.",High,8.1,AST-014,APP-07,SonarQube,SQ-8511,,,2026-06-21,2026-09-01,Validation,Manish Tiwari,2026-07-06,Production,false,false,High,Low,55,,CWE-78 (OS Command Injection),false,,,backup_runner.py,SAST,,core-infra-tools,main,scripts/backup_runner.py,22,"subprocess.call(""tar -czf /backups/%s.tar.gz /data/%s"" % (host, host), shell=True)",,,,,,,,,,,,,,,
VULN-0129,SAST-1011,SQL Injection in Document Search,"The document management search controller builds a full-text search query by string concatenation, allowing SQL injection via the search term field.",High,8.2,AST-032,APP-19,SonarQube,SQ-9941,,,2026-06-02,2026-07-20,Closed,Neha Gupta,2026-06-17,Production,false,false,Medium,Medium,53,,CWE-89 (SQL Injection),false,,,SearchController.search(),SAST,,document-management-system,main,src/main/java/com/bank/dms/SearchController.java,132,"String sql = ""SELECT * FROM documents WHERE title LIKE '%"" + term + ""%'"";",,,,,,,,,,,,,,,
VULN-0130,SAST-1012,Reflected Cross-Site Scripting in Employee Directory,The employee directory profile page echoes the 'ref' query parameter into an inline script block without encoding.,Medium,6.1,AST-030,APP-17,SonarQube,SQ-5794,,,2026-07-18,2026-09-05,Potential False Positive,Rajiv Sinha,2026-08-17,Production,false,false,Medium,Low,29,,CWE-79 (Cross-Site Scripting),false,,Query parameter is rendered inside a server-templated context that HTML-escapes the value before output; confirming with a manual PoC.,EmployeeProfile.vue,SAST,,hr-portal,main,src/pages/EmployeeProfile.vue,44,"<script>var ref = ""{{ $route.query.ref }}"";</script>",,,,,,,,,,,,,,,
VULN-0131,SAST-1013,Hardcoded SMTP Credentials,SMTP relay credentials used by the notification service are embedded directly in the client configuration module.,Medium,5.9,AST-033,APP-20,SonarQube,SQ-9351,,,2026-05-30,2026-08-20,Accepted Risk,Vikram Patel,2026-06-29,Production,false,false,Low,Low,19,,CWE-798 (Use of Hard-coded Credentials),false,,,smtpConfig.js,SAST,,notification-service,main,src/config/smtpConfig.js,9,"module.exports = { host: ""smtp.internal"", user: ""notify-svc"", pass: ""N0tify#2024"" };",,,,,,,,,,,,,,,
VULN-0132,SAST-1014,Insecure Reflection-Based Report Loader,"The treasury report generator instantiates report handler classes by name from user-controlled input using reflection, without an allowlist, enabling arbitrary class loading.",Critical,9.0,AST-028,APP-16,SonarQube,SQ-2047,,,2026-09-03,2026-09-08,New,,2026-09-10,Production,false,false,Critical,High,74,,CWE-470 (Unsafe Reflection),false,,,ReportGenerator.load(),SAST,,treasury-management,main,src/main/java/com/bank/treasury/ReportGenerator.java,187,"Class<?> clazz = Class.forName(request.getParameter(""reportType""));
ReportHandler handler = (ReportHandler) clazz.getDeclaredConstructor().newInstance();",,,,,,,,,,,,,,,
VULN-0133,SAST-1015,Command Injection in Vendor File Converter,"The vendor document converter utility passes an unsanitized filename to a shell-invoked conversion tool, permitting command injection.",High,8.4,AST-031,APP-18,SonarQube,SQ-7951,,,2026-08-25,2026-09-07,Triaged,Rajiv Sinha,2026-09-09,Production,false,false,Medium,Medium,55,,CWE-78 (OS Command Injection),false,,,fileConverter.py,SAST,,vendor-management-portal,main,src/utils/fileConverter.py,48,"os.popen(f""libreoffice --convert-to pdf {uploaded_name}"")",,,,,,,,,,,,,,,
VULN-0134,SAST-1016,SQL Injection in Analytics Report Query Builder,"The analytics warehouse's ad-hoc report builder interpolates user-selected column and filter names directly into raw SQL, allowing injection via crafted filter input.",Medium,6.8,AST-039,APP-23,SonarQube,SQ-4110,,,2026-08-16,2026-09-06,Assigned,Deepika Rao,2026-09-15,Production,false,false,Medium,Medium,39,,CWE-89 (SQL Injection),false,,,reportQuery.py,SAST,,analytics-data-warehouse,develop,src/etl/reportQuery.py,203,"query = f""SELECT {columns} FROM fact_transactions WHERE {filter_clause}""
cursor.execute(query)",,,,,,,,,,,,,,,
VULN-0135,DAST-2001,SQL Injection via Transaction Search Endpoint,"Dynamic application security testing confirmed that the payments transaction search endpoint is vulnerable to SQL injection through the query parameter, returning database error output when a single quote is supplied.",Critical,9.4,AST-001,APP-01,OWASP ZAP,ZAP-36486,443,HTTPS,2026-08-17,2026-09-09,Remediating,Rahul Sharma,2026-08-24,Production,true,true,Critical,High,92,,CWE-89 (SQL Injection),false,,,Payments Search API,DAST,,,,,,,/api/v1/payments/search,GET,query,"GET /api/v1/payments/search?query=1' OR '1'='1 HTTP/1.1
Host: api.payments.internal
Authorization: Bearer <redacted>","HTTP/1.1 500 Internal Server Error
Content-Type: application/json

{""error"":""ORA-00933: SQL command not properly ended""}",,,,,,,,,API-001,
VULN-0136,DAST-2002,Reflected XSS in Customer Portal Search,"The customer portal search page reflects the search term back into the results page HTML without encoding, confirmed exploitable with a scripted alert payload.",Medium,6.3,AST-017,APP-08,OWASP ZAP,ZAP-83279,443,HTTPS,2026-09-04,2026-09-08,New,,2026-10-04,Production,true,false,Medium,Low,37,,CWE-79 (Cross-Site Scripting),false,,,Customer Portal search page,DAST,,,,,,,/portal/search,GET,q,"GET /portal/search?q=<script>alert(document.cookie)</script> HTTP/1.1
Host: portal.example.com","HTTP/1.1 200 OK
Content-Type: text/html

<div class=""results"">No results for <script>alert(document.cookie)</script></div>",,,,,,,,,API-014,
VULN-0137,DAST-2003,Broken Authentication on Session Refresh Endpoint,"The auth service session endpoint accepts expired refresh tokens and issues new access tokens without re-validating the token signature expiry, allowing session hijacking after logout.",Critical,9.0,AST-011,APP-05,OWASP ZAP,ZAP-90458,443,HTTPS,2026-08-27,2026-09-07,Triaged,Vikram Patel,2026-09-03,Production,true,true,Critical,High,88,,CWE-287 (Improper Authentication),false,,,Session Refresh API,DAST,,,,,,,/api/v1/auth/session,POST,token,"POST /api/v1/auth/session HTTP/1.1
Host: auth.internal
Content-Type: application/json

{""token"":""<expired_refresh_token>""}","HTTP/1.1 200 OK
Content-Type: application/json

{""accessToken"":""<new_valid_token>"",""expiresIn"":3600}",,,,,,,,,API-009,
VULN-0138,DAST-2004,Missing Security Headers on Public Web Application,"The public-facing web application does not set Content-Security-Policy, Strict-Transport-Security, or X-Frame-Options headers, weakening defenses against clickjacking and content injection.",Low,4.3,AST-007,APP-03,OWASP ZAP,ZAP-86831,443,HTTPS,2026-06-10,2026-08-30,Accepted Risk,Neha Gupta,2026-08-09,Production,true,false,Critical,Low,27,,CWE-693 (Protection Mechanism Failure),false,,,Digital Portal web frontend,DAST,,,,,,,/,GET,,"GET / HTTP/1.1
Host: portal.example.com","HTTP/1.1 200 OK
Content-Type: text/html
(no Content-Security-Policy, Strict-Transport-Security, or X-Frame-Options headers present)",,,,,,,,,API-006,
VULN-0139,DAST-2005,Insecure Direct Object Reference on Balance API,"The mobile banking balance endpoint returns account data for any accountId supplied, regardless of the authenticated user's ownership, confirmed by requesting another customer's account identifier.",High,8.1,AST-037,APP-22,OWASP ZAP,ZAP-27144,443,HTTPS,2026-08-13,2026-09-08,Assigned,Neha Gupta,2026-08-28,Production,true,false,Critical,High,71,,CWE-284 (Improper Access Control),false,,,Mobile Balance API,DAST,,,,,,,/mobile/api/v2/balance,GET,accountId,"GET /mobile/api/v2/balance?accountId=100234599 HTTP/1.1
Host: mobile-api.internal
Authorization: Bearer <user_A_token>","HTTP/1.1 200 OK
Content-Type: application/json

{""accountId"":""100234599"",""owner"":""user_B"",""balance"":48210.55}",,,,,,,,,API-038,
VULN-0140,DAST-2006,SQL Injection in CRM Contact Filter,"The CRM contact search API is vulnerable to boolean-based blind SQL injection through the filter parameter, confirmed via time-delay response testing.",High,8.6,AST-004,APP-02,OWASP ZAP,ZAP-24984,443,HTTPS,2026-07-09,2026-08-28,Validation,Amit Kumar,2026-07-24,Production,false,false,High,Medium,63,,CWE-89 (SQL Injection),false,,,Contacts Search API,DAST,,,,,,,/api/v1/contacts/search,GET,filter,"GET /api/v1/contacts/search?filter=1;WAITFOR DELAY '0:0:5'-- HTTP/1.1
Host: crm-api.internal","HTTP/1.1 200 OK
(response delayed by ~5000ms, confirming blind SQL injection)",,,,,,,,,API-004,
VULN-0141,DAST-2007,Reflected XSS in HR Employee Search,"The HR portal employee search reflects the name parameter into an unescaped HTML attribute, allowing attribute-breakout script injection.",Medium,6.5,AST-030,APP-17,OWASP ZAP,ZAP-87264,443,HTTPS,2026-07-28,2026-09-04,Potential False Positive,Rajiv Sinha,2026-08-27,Production,false,false,Medium,Medium,36,,CWE-79 (Cross-Site Scripting),false,,Endpoint requires an authenticated internal session and is not reachable from the public internet; risk under review.,HR employee search page,DAST,,,,,,,/hr/employee/search,GET,name,"GET /hr/employee/search?name="" onmouseover=alert(1) x="" HTTP/1.1
Host: hr-portal.internal","HTTP/1.1 200 OK
Content-Type: text/html

<input value="""" onmouseover=alert(1) x="""">",,,,,,,,,API-029,
VULN-0142,DAST-2008,Broken Authentication on Identity Provider Token Endpoint,"The identity provider token endpoint does not enforce rate limiting or account lockout, allowing unlimited password guessing attempts against the OAuth token grant.",Critical,9.2,AST-040,APP-24,OWASP ZAP,ZAP-87495,443,HTTPS,2026-09-05,2026-09-09,New,,2026-09-12,Production,true,true,Critical,High,90,,CWE-287 (Improper Authentication),false,,,IdP Token API,DAST,,,,,,,/api/v1/idp/token,POST,refresh_token,"POST /api/v1/idp/token HTTP/1.1
Host: idp.internal
Content-Type: application/x-www-form-urlencoded

grant_type=password&username=admin&password=<guess>","HTTP/1.1 401 Unauthorized
(no lockout after 500+ consecutive attempts from same source IP)",,,,,,,,,API-041,
VULN-0143,DAST-2009,Missing Security Headers on Vendor Portal Dashboard,The vendor management portal dashboard is served without X-Content-Type-Options or Referrer-Policy headers.,Low,3.9,AST-031,APP-18,OWASP ZAP,ZAP-82013,443,HTTPS,2026-06-15,2026-07-30,Closed,Rajiv Sinha,2026-08-14,Production,false,false,Medium,Low,7,,CWE-693 (Protection Mechanism Failure),false,,,Vendor Portal dashboard,DAST,,,,,,,/vendor/dashboard,GET,,"GET /vendor/dashboard HTTP/1.1
Host: vendor-portal.internal","HTTP/1.1 200 OK
(no X-Content-Type-Options or Referrer-Policy headers present)",,,,,,,,,API-031,
VULN-0144,DAST-2010,Insecure Internal Config API Exposed Without Authorization,An internal configuration endpoint on the API gateway platform is reachable without any authentication check and discloses upstream service credentials.,Critical,9.5,AST-035,APP-21,OWASP ZAP,ZAP-96117,443,HTTPS,2026-08-06,2026-09-09,Remediating,Vikram Patel,2026-08-13,Production,true,true,High,High,89,,CWE-284 (Improper Access Control),false,,,API Gateway internal config route,DAST,,,,,,,/api/v1/internal/config,GET,,"GET /api/v1/internal/config HTTP/1.1
Host: apigw.internal","HTTP/1.1 200 OK
Content-Type: application/json

{""upstream"":""payments-core"",""apiKey"":""<redacted>""}",,,,,,,,,API-037,
VULN-0145,DAST-2011,SQL Injection in Loan Application Submission,The loan application submission endpoint is vulnerable to error-based SQL injection through the applicant SSN field.,High,8.3,AST-026,APP-15,OWASP ZAP,ZAP-50960,443,HTTPS,2026-08-20,2026-09-07,Triaged,Priya Nair,2026-09-04,Production,false,false,High,High,63,,CWE-89 (SQL Injection),false,,,Loan Application API,DAST,,,,,,,/api/v1/loans/apply,POST,ssn,"POST /api/v1/loans/apply HTTP/1.1
Host: loans-api.internal
Content-Type: application/json

{""ssn"":""123-45-6789' AND 1=CONVERT(int,(SELECT @@version))--""}","HTTP/1.1 500 Internal Server Error

{""error"":""Conversion failed when converting the varchar value 'Microsoft SQL Server 2019' to data type int.""}",,,,,,,,,API-025,
VULN-0146,DAST-2012,Reflected XSS in Document Management Search,"The document management search results page reflects the search term without sanitization, permitting script injection via a crafted URL.",Medium,6.0,AST-032,APP-19,OWASP ZAP,ZAP-68349,443,HTTPS,2026-08-24,2026-09-06,Assigned,Neha Gupta,2026-09-23,Production,false,false,Medium,Medium,31,,CWE-79 (Cross-Site Scripting),false,,,Document search page,DAST,,,,,,,/dms/search,GET,term,"GET /dms/search?term=<img src=x onerror=alert(1)> HTTP/1.1
Host: dms.internal","HTTP/1.1 200 OK
Content-Type: text/html

<p>Results for: <img src=x onerror=alert(1)></p>",,,,,,,,,API-032,
VULN-0147,DAST-2013,Broken Authentication on Treasury Login,"The treasury management login endpoint discloses whether a username exists via differing error messages, and does not rate-limit login attempts.",Critical,9.1,AST-028,APP-16,OWASP ZAP,ZAP-38608,443,HTTPS,2026-09-06,2026-09-09,New,,2026-09-13,Production,false,false,Critical,High,75,,CWE-287 (Improper Authentication),false,,,Treasury login page,DAST,,,,,,,/treasury/login,POST,password,"POST /treasury/login HTTP/1.1
Host: treasury.internal
Content-Type: application/json

{""username"":""tmehta"",""password"":""wrongpass""}","HTTP/1.1 401 Unauthorized

{""error"":""Incorrect password for user tmehta""}",,,,,,,,,API-027,
VULN-0148,DAST-2014,Missing Security Headers on Notification Webhook Receiver,The inbound webhook receiver for the notification service does not set standard hardening headers on its responses.,Low,4.1,AST-033,APP-20,OWASP ZAP,ZAP-24181,443,HTTPS,2026-06-28,2026-08-18,Accepted Risk,Vikram Patel,2026-08-27,Production,true,false,Medium,Low,15,,CWE-693 (Protection Mechanism Failure),false,,,Notification webhook receiver,DAST,,,,,,,/notify/webhook,POST,,"POST /notify/webhook HTTP/1.1
Host: notify.internal
Content-Type: application/json

{""event"":""test""}","HTTP/1.1 202 Accepted
(no X-Content-Type-Options or Strict-Transport-Security headers present)",,,,,,,,,API-034,
VULN-0149,DAST-2015,Insecure API Endpoint Exposing Fraud Scoring Internals,"The fraud scoring API returns internal model feature weights and thresholds in its response payload, which could allow an attacker to reverse-engineer detection logic.",High,8.0,AST-024,APP-14,OWASP ZAP,ZAP-35032,443,HTTPS,2026-07-14,2026-08-31,Validation,Rahul Sharma,2026-07-29,Production,false,false,Critical,High,64,,CWE-284 (Improper Access Control),false,,,Fraud Scoring API,DAST,,,,,,,/api/v1/fraud/score,POST,transactionId,"POST /api/v1/fraud/score HTTP/1.1
Host: fraud-api.internal
Content-Type: application/json

{""transactionId"":""TXN-88213""}","HTTP/1.1 200 OK
Content-Type: application/json

{""score"":0.82,""debug"":{""velocityWeight"":0.4,""geoWeight"":0.3,""threshold"":0.75}}",,,,,,,,,API-023,
VULN-0150,DAST-2016,SQL Injection in ESB Route Configuration API,The enterprise service bus routing configuration API is vulnerable to SQL injection through the routeKey parameter used to look up routing rules.,High,8.5,AST-013,APP-06,OWASP ZAP,ZAP-45538,443,HTTPS,2026-08-30,2026-09-07,Triaged,Manish Tiwari,2026-09-14,Production,false,false,High,Medium,62,,CWE-89 (SQL Injection),false,,,ESB Route Configuration API,DAST,,,,,,,/esb/api/route,POST,routeKey,"POST /esb/api/route HTTP/1.1
Host: esb.internal
Content-Type: application/json

{""routeKey"":""core' UNION SELECT username,password FROM admin_users--""}","HTTP/1.1 200 OK
Content-Type: application/json

{""""route"""":""""admin"""",""""target"""":""""$2a$10$hashedpasswordvalue...""""}""
",,,,,,,,,API-011,
VULN-0151,CVE-2021-44228,Remote Code Execution via JNDI Lookup (Log4Shell),log4j-core's JNDI message lookup substitution allows an attacker who can control log messages or parameters to execute arbitrary code loaded from an attacker-controlled LDAP server.,Critical,10.0,AST-001,APP-01,Snyk,SNYK-1000,,,2026-08-02,2026-09-09,Remediating,Rahul Sharma,2026-08-09,Production,true,true,Critical,High,98,,CWE-502 (Deserialization of Untrusted Data),false,,,log4j-core 2.14.1,SCA,,payments-api,main,,,,,,,,,log4j-core,2.14.1,Maven,< 2.17.1,2.17.1,Transitive,spring-boot-starter-logging > log4j-core,Apache-2.0,,log4j-core@2.14.1
VULN-0152,CVE-2021-23337,Command Injection via Template Function,lodash's template function allows a malicious template string to execute arbitrary shell commands via improper input sanitization.,High,7.2,AST-004,APP-02,Snyk,SNYK-1001,,,2026-08-21,2026-09-07,Triaged,Amit Kumar,2026-09-05,Production,false,false,High,Medium,49,,CWE-77 (Command Injection),false,,,lodash 4.17.15,SCA,,crm-platform,develop,,,,,,,,,lodash,4.17.15,npm,< 4.17.21,4.17.21,Direct,lodash,MIT,,lodash@4.17.15
VULN-0153,CVE-2023-32681,Proxy-Authorization Header Leak,The requests library leaks the Proxy-Authorization header to destination servers when following cross-origin redirects through a proxy.,Medium,6.1,AST-024,APP-14,Mend,MEND-1002,,,2026-09-02,2026-09-08,New,,2026-10-02,Production,false,false,Critical,High,45,,CWE-200 (Information Exposure),false,,,requests 2.19.0,SCA,,fraud-detection-engine,main,,,,,,,,,requests,2.19.0,PyPI,< 2.31.0,2.31.0,Direct,requests,Apache-2.0,,requests@2.19.0
VULN-0154,CVE-2019-12384,Deserialization RCE via Polymorphic Typing,jackson-databind's polymorphic type handling permits an attacker to supply a crafted payload that triggers remote code execution through gadget chains during deserialization.,Critical,9.8,AST-026,APP-15,OWASP Dependency-Check,ODC-1003,,,2026-08-10,2026-09-06,Assigned,Priya Nair,2026-08-17,Production,false,true,High,High,86,,CWE-502 (Deserialization of Untrusted Data),false,,,jackson-databind 2.9.8,SCA,,loan-origination-system,release/2026.09,,,,,,,,,jackson-databind,2.9.8,Maven,< 2.9.9,2.9.9,Transitive,spring-boot-starter-web > jackson-databind,Apache-2.0,,jackson-databind@2.9.8
VULN-0155,CVE-2022-22965,Spring4Shell Remote Code Execution,"A Spring MVC/WebFlux application running on JDK 9+ may be vulnerable to remote code execution via data binding, allowing an attacker to access the classloader and execute arbitrary code.",Critical,9.8,AST-028,APP-16,Snyk,SNYK-1004,,,2026-08-04,2026-09-09,Remediating,Priyanka Desai,2026-08-11,Production,true,true,Critical,High,96,,CWE-94 (Code Injection),false,,,spring-core 5.2.9,SCA,,treasury-management,main,,,,,,,,,spring-core,5.2.9,Maven,< 5.3.18,5.3.18,Direct,spring-core,Apache-2.0,,spring-core@5.2.9
VULN-0156,CVE-2021-3749,ReDoS in Trim Function,"axios's trim utility uses a regular expression vulnerable to catastrophic backtracking, allowing a crafted string to cause a denial of service.",Medium,5.3,AST-037,APP-22,Mend,MEND-1005,,,2026-06-12,2026-07-28,Closed,Neha Gupta,2026-07-12,Production,true,false,Critical,Medium,40,,CWE-1333 (Inefficient Regular Expression Complexity),false,,,axios 0.21.0,SCA,,mobile-banking-app,main,,,,,,,,,axios,0.21.0,npm,< 0.21.2,0.21.2,Transitive,mobile-banking-sdk > axios,MIT,,axios@0.21.0
VULN-0157,CVE-2020-7598,Prototype Pollution via Argument Parsing,"minimist fails to properly sanitize `__proto__` in parsed arguments, allowing prototype pollution that can lead to denial of service or, in some code paths, remote code execution.",High,7.5,AST-033,APP-20,Snyk,SNYK-1006,,,2026-08-16,2026-09-05,Triaged,Vikram Patel,2026-08-31,Production,false,false,Medium,Low,43,,CWE-1321 (Prototype Pollution),false,,,minimist 1.2.0,SCA,,notification-service,main,,,,,,,,,minimist,1.2.0,npm,< 1.2.3,1.2.3,Transitive,mkdirp > minimist,MIT,,minimist@1.2.0
